game_title,dev_team,platforms,primary_tags,keywords,game_summary
Crypt of the NecroDancer,"['Klei Entertainment', 'Brace Yourself Games']","['Linux', 'PC (Microsoft Windows)', 'Mac', 'PlayStation 4', 'Nintendo Switch']","['Adventure', 'Indie', 'Music', 'RPG', 'Action', 'Fantasy', 'Single player', 'Multiplayer', 'Co-operative']","['roguelite', 'rhythm game']","Crypt of the NecroDancer is a hardcore roguelike rhythm game. Can you survive this deadly dungeon of dance, slay the NecroDancer, and recapture your still beating heart? Or will you be a slave to the rhythm for all eternity?"
Destiny,"['ND Games', 'Bungie']","['Commodore C64/128/MAX', 'Apple II']","['Warfare', 'Shooter', 'Fantasy', 'aliens', 'Single player', 'Multiplayer', 'Action', 'Co-operative', 'Science fiction', 'Open world', 'RPG', 'Adventure']",[],"Bungie has emphasized that the universe of Destiny will be ""alive"". Events may happen in-game that are not necessarily controlled or planned by the developer, which will help to create a dynamic developing experience for Bungie and a dynamic playing experience for gamers. The game's style has been described a first-person shooter that will incorporate massively multiplayer online game (MMO) elements, but Bungie has avoided defining Destiny as a traditional MMO game. Instead, the game has been referred to as a ""shared-world shooter,"" as it lacks many of the characteristics of a traditional MMO game. For instance, rather than players being able to see and interact with all other players in the game or on a particular server—as is the case in many conventional MMO games—Destiny will include on-the-fly matchmaking that will allow players to see and interact only with other players with whom they are ""matched"" by the game.
Destiny will incorporate a new game engine that allows global illuminations and real-time dynamic lighting to occur together. An innovation in Bungie's ""hopper"" technology, which has been the backbone for Halo's matchmaking system, will allow better player matchmaking in order to create a more natural experience in either cooperative or competitive multiplayer modes."
Five Nights at Freddy's 4,"['Scottgames', 'Clickteam']",['PC (Microsoft Windows)'],"['Indie', 'Simulator', 'Point-and-Click', 'Survival', 'Single player', 'Horror', 'Action', 'Strategy', 'Stealth', 'Adventure']","['steam', 'sequel', 'darkness', 'digital distribution', 'titular antagonist', 'jump scare moment', 'day-based narrative', 'mascot horror']","This time, the terror has followed you home.

In this last chapter of the Five Nights at Freddy's original story, you must once again defend yourself against Freddy Fazbear, Chica, Bonnie, Foxy, and even worse things that lurk in the shadows. Playing as a child whose role is yet unknown, you must safeguard yourself until 6am by watching the doors, as well as warding off unwanted creatures that may venture into your closet or onto the bed behind you.

You have only a flashlight to protect yourself. It will scare away things that may be creeping at the far end of the hallways, but be careful, and listen. If something has crept too close, then shining lights in its eyes will be your end. This time, the terror has followed you home.

In this last chapter of the Five Nights at Freddy's original story, you must once again defend yourself against Freddy Fazbear, Chica, Bonnie, Foxy, and even worse things that lurk in the shadows. Playing as a child whose role is yet unknown, you must safeguard yourself until 6am by watching the doors, as well as warding off unwanted creatures that may venture into your closet or onto the bed behind you.

You have only a flashlight to protect yourself. It will scare away things that may be creeping at the far end of the hallways, but be careful, and listen. If something has crept too close, then shining lights in its eyes will be your end."
F-Zero 99,['Nintendo'],['Nintendo Switch'],"['Split screen', 'Racing', 'Survival', 'aliens', 'Single player', 'difficult', 'Multiplayer', 'Action', 'Science fiction']","['nintendo switch online exclusive', 'nintendo switch online', 'retro styled']","A battle royale game featuring tracks from the original F-Zero for Super Nintendo Entertainment System.

Line up with 98 other F-Zero machines and race to the finish in this thrilling take on the original Super NES game. Keep an eye on your power meter as you boost and bash, because speed is just as important as survival. Defend yourself with a Spin Attack and collect Super Sparks to breeze past the competition on the elevated Skyway.

Outpace and outlive your opponents in rotating modes

The core F-Zero 99 mode is just one way to race at breakneck speeds. Mini Prix and Grand Prix modes appear on a set schedule and challenge you to compete and qualify in a series of races. Team Battle and the extra-tough Pro Tracks mode rotate throughout the day. Prepare yourself in Practice Mode and race against your ghost."
Kirby's Return to Dream Land,"['HAL Laboratory', 'Nintendo']","['Wii', 'Wii U']","['Split screen', 'aliens', 'Single player', 'Platform', 'Multiplayer', 'Action', 'Co-operative', 'Adventure', 'Comedy']","['2.5d', 'spaceship', 'portals', 'high score', 'dreams', 'boss fight', 'bonus stage', 'challenges', ""protagonist's name in the title"", 'collectibles', '4 player co-op', 'checkpoints', 'shape-shifting', 'vore', 'in-game moves list', 'full-screen attack', 'e3 2011', 'platform change', 'pax prime 2011']","Kirby and his friends are back in an adventure designed to satisfy longtime Kirby fans and beginners alike. When an alien spaceship crashes in the otherwise peaceful realm of Pop Star, its pieces are scattered throughout the land. Players must guide Kirby as he retrieves the ship’s parts and helps the aliens return to their home planet. This time, however, he’s not alone. At any time, up to three more players can join in the fun and play as Meta Knight, King Dedede and Waddle Dee to help Kirby in his quest."
Fatal Frame,"['Tecmo', 'Microsoft Game Studios']","['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'PlayStation 5', 'Xbox Series X|S']","['Mystery', 'multiple endings', 'Survival', 'Single player', 'jrpg', 'difficult', 'Horror', 'Action', 'female protagonist', 'Adventure']","['dark', 'jrpg', 'female protagonist', 'story rich', 'violent']","Fatal Frame is the first game of the Fatal Frame series, introducing the franchise's unique premise of fighting ghosts with a special camera.

Fatal Frame was the first to introduce the innovative use of an old-style camera as the primary weapon. In addition to navigating the main characters around the mansion grounds, players are able to enter Viewfinder Mode, where the camera is raised and the view changes to that of the camera's frame. In viewfinder mode the player is able to snap photographs of ghosts, both violent and benign, which is the main method of progressing through the game. Items are also available, some being consumable and most being key items needed to unlock doors, complete tasks or solve puzzles. Puzzles are encountered frequently in the game, some being based on the same concept but becoming progressively more difficult. The varying difficulty settings of the game (Easy, Normal, Hard, Nightmare, or Fatal (Xbox only)) determine the amount of consumable items scattered throughout the mansion and how formidable the enemies are.

The main horror aspect of the game is, undoubtedly, the ghosts. The mechanics programmed for the ghosts allow them to float ethereally through the air, walls and floors, and even teleport, allowing them many ways to attack the player. The ghosts' appearances are usually inspired by their deaths or by Japanese stigmas of horror, which, some argue, are particularily chilling.

The game, depending on which console it is played on, offers two endings. Upon completion of the game, a ranking is given based on total time taken, points accumulated and other categories. The player is also given rewards and unlockables, such as alternate costumes and camera functions, depending on what difficulty was beaten, how much of the Ghost List was completed and other criteria. Beating the game also unlocks Battle Mode, where the player is faced with fighting specific ghosts, and is rewarded with points towards purchasing unlockables. An option is also given where the game can be replayed with all equipment, upgrades and unlockables carried over. As the girls explore the western-style mansions and abandoned hospitals on Rougetsu Isle, they will rely on the moonlight and a faint flashlight to search for clues. The story progresses by discovering relics like old newspaper articles and notes that help the girls unravel the island’s secret past. While exploring, the girls will also be confronted by a series of spirits. They will need to use a Fatal Frame franchise classic, the Camera Obscura, to repel vengeful ghosts, sealing away their power by photographing them. Throughout the game, the girls will need to equip stronger lenses and change out different films in order to capture the most powerful spirits, while also using the camera to capture “things that cannot be seen” to help them find the evidence they need to remember their haunting past."
Cassette Beasts,"['Raw Fury', 'Bytten Studio']","['Linux', 'PC (Microsoft Windows)', 'Android', 'iOS', 'Xbox One', 'Nintendo Switch', 'Xbox Series X|S']","['Adventure', 'Indie', 'RPG', 'Strategy', 'Fantasy', 'Science fiction', 'Sandbox', 'Open world', 'Single player', 'Multiplayer', 'Co-operative', 'exploration', 'turn-based']","['exploration', 'story driven', 'crafting', 'resource management', 'cute', 'atmospheric', 'pixel art', 'pixel graphics', 'emotional', 'turn-based combat', 'transformation', 'colorful', 'deliberately retro', 'character creation', 'fusion', 'friendship', 'narrative', 'challenging', 'replayability', 'game pass', 'monster collector']","Grab your cassette player - it's time to transform! Collect awesome monster forms to use during turn-based battles in this indie open-world RPG. Combine any two monster forms using Cassette Beasts' Fusion System to create unique and powerful new ones! Welcome to New Wirral, a remote island inhabited by creatures you've only dreamed of, nightmares you hopefully haven't, and a cast of brave folks who use cassette tapes to transform for battle. To find a way home you'll need to explore every inch of the island, and record monsters to tape to gain their abilities!"
Ape Escape,"['Sony Interactive Entertainment', 'SCE Japan Studio']","['Commodore VIC-20', 'Apple II']","['Platform', 'Action', 'Single player']",[],"Ape Escape is a single-player 3D platformer released in 1999 for the Playstation. Using the analog stick, you must capture apes that have escaped throughout time to stop them from screwing up the fabric of time and space."
Kingdom Hearts Final Mix,"['Square Product Development Division 1', 'Square']","['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Shooter', 'exploration', 'Fantasy', 'Kids', 'Single player', 'jrpg', 'Platform', 'Multiplayer', 'Brawler', 'Action', 'Drama', 'sword & sorcery', 'RPG', 'Adventure', 'Comedy', 'anime', 'Tactical']",['friendship'],"Originally released only in Japan on December 26, 2002, Kingdom Hearts Final Mix has several events and a number of gameplay tweaks that are not in previous releases. Spoken dialogue is in English, with Japanese subtitles. New scenes, clarifying certain plot points, such as Riku's journey and foreshadowing of Kingdom Hearts II, were included, but no new dialogue was recorded. A gameplay option allows the player to skip cutscenes after seeing them once. The optional bosses first included in the English version were introduced to Japanese players for the first time, along with a new fight against ""Unknown Man,"" in an attempt to raise interest for the sequel. A fourteen-year old boy named Sora takes off on an adventure to new worlds after his home-world is destroyed by sinister creatures known as the Heartless. He attempts to restore his world and reunite with his friends, and in the process, he meets many characters from classic Disney films and from the Final Fantasy video game series."
Jet Set Radio Future,"['Smilebit', 'Sega']",['Xbox'],"['Split screen', 'Racing', 'Single player', 'Platform', 'Multiplayer', 'Action', 'anime']","['anime', 'cyberpunk', 'police', 'future', 'rebellion', 'crime', 'tank', 'sequel', 'high score', 'wall jump', 'hip-hop', 'customization', 'polygonal 3d', 'pop culture reference', 'launch titles', 'original soundtrack release', 'unlockables', 'save point', 'branching storyline', 'rock music', 'pack-in game', 'in-game radio', 'invisible wall', 'dolby digital', 'quick time event', 'grind', 'future sport', 'j-pop', 'e3 2001', 'xbox 360 backwards compatibility']","Jet Set Radio Future is a video game developed by Smilebit and is the sequel to Jet Set Radio. Similar to the original, it depicts a future Tokyo where freedom of expression is outlawed. The user plays a character in the GG's, a gang of in-line skating graffiti artists who skate around Tokyo covering up rival gangs' graffiti, knocking over Rokkaku police, and dancing to the electric soundtrack. The game uses a cel-shaded style of animation, and has been widely acclaimed for its unique music style, detailed art, and gameplay. Though the game is set in the future, its style and content incorporates many aspects of 1980's old school hip hop culture, as well as 1990's J-pop culture. Jet Set Radio Future is set in Tokyo-To, Japan, in 2024, where a street gang known as the GG's is fighting for control over the streets against rival gangs, as well as the big and powerful corporation known as the Rokkaku Group, led by Gouji Rokkaku. The Rokkaku Group is attempting to sieze control of Tokyo by force and convert it to a totalitarian police state.

The game initially puts the player in control of YoYo, an aspiring member of the GG's, who has to pass a series of simple tests to join, essentially forming a tutorial for the player. Once this is complete, the player is free to explore Tokyo-to and start the fight against the Rokakku Group and rival gangs as either YoYo, Corn or Gum, and play as up to 21 other unlockable characters throughout the game."
Tomodachi Life,"['Nintendo', 'Nintendo SPD Production Group No. 1']",['Nintendo 3DS'],"['Adventure', 'Simulator', 'Comedy', 'Sandbox', 'Single player', 'Multiplayer', 'character customization']","['life simulation', 'character customization', 'platform exclusive', 'character creation', 'mii']","Tomodachi Life is a communication game for the 3DS in which players can convert their Miis into Tomodachis (or create new ones) and put them in a wide range of scenarios ranging from charming to utterly ridiculous. A key feature of the game is its text-to-speech tech which outputs user generated text as computerized speech in seven languages (EFIGS, Japanese and Korean)."
Marvel vs. Capcom 2: New Age of Heroes,"['Capcom Production Studio 1', 'Virgin Interactive Entertainment']",['iOS'],"['Fighting', 'Action', 'Single player', 'Multiplayer']",[],"Marvel vs. Capcom 2: New Age of Heroes is the fourth game in the Marvel vs. Capcom series of fighting games. The player's controls were simplified to make the gameplay more accessible to the wider audience of casual players and the button configuration was trimmed down to 4 main buttons and 2 assist buttons. The game also features a different air-combo system and 3 on 3 tag, compared to the 2 on 2 tag from previous games in the series."
Overcooked!,"['Ghost Town Games', 'Team17']","['PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Indie', 'Simulator', 'Single player', 'Arcade', 'Multiplayer', 'Co-operative', 'Strategy', 'Tactical']",[],"Overcooked! is a co-op cooking game for 1-4 players. Working as a team, you and your fellow chefs must prepare, cook and serve up a variety of tasty orders before the baying customers storm out. Take part in an epic journey across the Onion Kingdom and tackle an increasingly challenging and bizarre gauntlet of kitchens which will push your skills of co-operation and co-ordination to the very limits."
Lords of the Fallen,"['CI Games', 'HEXWORKS']","['PC (Microsoft Windows)', 'Mac']","['Adventure', 'RPG', 'Action', 'Fantasy', 'Horror', 'Single player', 'Multiplayer', 'medieval']","['undead', 'dwarves', 'warriors', 'bow and arrow', 'melee', 'friendly fire', 'healer', 'severed limbs', 'ghoul', 'berserkers', 'shaman', 'e3 1998', 'e3 1997']","A vast world awaits in all-new, medieval dark fantasy action-RPG, Lords of the Fallen. As one of the fabled Dark Crusaders, embark on an epic quest to overthrow Adyr, the demon God. The game begins seventeen years after Balor crossed the Cloudspine, with the forces of Light losing the war badly. They are led by ""The Nine"", a group of avatara, chief amongst whom is Alric. The story is told through the journal entries of a soldier in ""The Legion"", an elite unit in the army. As the game begins, a berserk runs into the camp of The Nine, and gives them an urn. They extract a severed head, which opens its eyes."
Paper Mario: The Origami King,"['Intelligent Systems', 'Nintendo']",['Nintendo Switch'],"['2d', 'Fantasy', 'Turn Based Strategy', 'Single player', 'jrpg', 'Platform', 'Action', 'turn-based', 'Science fiction', 'Open world', 'RPG', 'Adventure', 'Comedy']","['turn-based combat', 'mario', 'luigi', 'princess peach']","Join Mario and his new companion Olivia on a comedic adventure that will take you to the far corners of a papercraft world in Paper Mario: The Origami King on Nintendo Switch!

Face off against the Origami King and his army of paper invaders, team up with some extraordinary companions and master magical powers on your quest to save the world.

Unwrap an epic quest!

Travel the land, repair the damage done by the Folded Soldiers and rescue Toads trapped in all manner of wacky scrapes!

With the help of Olivia’s paper-folding powers, use the far-reaching 1,000 Fold Arms and other paper transformations to save those imprisoned by the Origami King’s henchmen, and help restore peace to the world.

Put a stop to King Olly's plans by engaging in battles which will put both your tactical thinking and puzzle solving skills to the test – against his origami army, as well as humongous bosses under his command! It’s tear-able! The devious King Olly has transformed Princess Peach into origami, uprooted her castle and sealed it shut with magical paper streamers. Never fear, as our moustachioed hero Mario and his new friend Olivia are here to save the day!

Journey across the land – from scorching deserts to sailing the high seas – and recruit a revolving cast of wacky travel buddies, as you seek to sever these sinister streamers and save your paper pals from being turned into one of the Folded Soldiers!"
Suikoden II,['Konami'],"['PC (Microsoft Windows)', 'PlayStation', 'PlayStation 3', 'PlayStation Portable', 'PlayStation Vita']","['RPG', 'Strategy', 'Fantasy', 'Historical', 'Single player', 'turn-based', 'medieval']","['medieval', 'turn-based', '2.5d', 'war', 'konami', 'tactical turn-based combat', 'polygonal 3d', 'recruitable characters', 'betrayal', 'political thriller', 'punctuation mark above head', 'power of friendship', 'book adaptation', 'tragic hero', 'dark second act', 'gender exclusive equipment', 'tragic villain']","Experience An Epic Tale of Warfare, Magic, Friendship And Betrayal

-New tactical map battles add a whole level of strategy
-Fantastic spells with stunning animation sequences and specialized attacks
-Over 108 different characters can join your party and help you on your quest
-Unlock hidden storylines using your memory card data from the original Suikoden
-Build up your castle during the game to a thriving virtual community"
Risk of Rain Returns,"['Hopoo Games', 'Gearbox Publishing']","['PC (Microsoft Windows)', 'Nintendo Switch']","['Brawler', 'Indie', 'Shooter', 'Action', 'Science fiction', 'Single player', 'Co-operative', 'difficult']","['minigames', 'roguelike', 'unlockable items', 'collectibles', 'roguelite', 'alien world', 'unlockable characters']","Carefully designed, beautifully remastered, and loaded with new ways to playâ€”Risk of Rain is back and better than ever! This remake of the classic Risk of Rain packs enhanced visuals, an updated codebase, and tons of new content.

No two runs in the iconic roguelike are the same, and that has never been truer. Risk of Rain Returns bring new and enhanced Survivors, customizable Survivor abilities, fresh items, monsters, and a brand-new game mode. The gameâ€™s difficulty increases the longer you play, so prepare to fight through hordes of enemies that threaten your continued existence, collect and combine items to enhance your abilities, and scale your power to godlike levels.

Many Survivors fled the mysterious attack on your ship. Forge new paths to explore with 15 unique Survivors, each with new abilities to master. Two entirely new Survivors are making their debut in Risk of Rain Returns."
Hylics,['Mason Lindroth'],['PC (Microsoft Windows)'],"['Indie', 'Fantasy', 'Single player', 'jrpg']","['claymation', 'abstract', 'surreal']",Hylics is a recreational program with light JRPG elements.
Nioh 2,"['Koei Tecmo Games', 'Team NINJA']","['PC (Microsoft Windows)', 'PlayStation 4']","['Historical', 'Fantasy', 'Single player', 'jrpg', 'difficult', 'Multiplayer', 'Brawler', 'Action', 'Co-operative', 'RPG', 'Adventure']","['dark', 'jrpg', 'feudal japan', 'violent', 'soulslike', 'sengoku period']","Master the lethal arts of the samurai as a mysterious half-human, half-supernatural Yokai warrior, in this challenging action RPG sequel. Explore violent Sengoku-era Japan and the deadly Dark Realm, both plagued with grotesque, merciless demons. Unsheathe your deadly weapons and cut down all enemies in your path using a revamped combat system and the ability to transform into a full Yokai to unleash devastating paranormal powers. Much like the previous title which garnered much praise from fans and critics alike, Nioh 2 contains an original profound story surrounding military commanders from the Sengoku period. However, Nioh 2 goes above and beyond its predecessor by including the new Yokai Shift ability which allows the protagonist to utilize new powerful forms to defeat even the most formidable yokai in battle. New to Nioh 2, your enemies can now create a Dark Realm which raises the stakes of battle and creates new challenges for your protagonist to overcome. We hope you enjoy conquering fearsome monsters as you unleash your darkness in the world of Nioh 2."
Metal Gear,"['Ultra Games', 'Konami']","['DOS', 'Commodore C64/128/MAX', 'Nintendo Entertainment System', 'Nintendo GameCube', 'Family Computer']","['Shooter', 'Single player', 'assassin', 'Science fiction', 'Strategy', 'RPG', 'Tactical', 'exploration', 'Drama', 'Adventure', 'Historical', 'Fantasy', 'Survival', 'Brawler', 'Co-operative', 'Open world', 'Stealth', 'Multiplayer', 'Action']",[],"Metal Gear is considered to be the progenitor of the stealth game genre, it was also the first video game designed by Hideo Kojima, who also directed many of the later Metal Gear sequels.

The game revolves around a special forces operative codenamed Solid Snake who goes into a solo infiltration mission into the fortified state of Outer Heaven to destroy Metal Gear, a bipedal walking tank capable of launching nuclear missiles from anywhere in the world.

The player must navigate the main character, a military operative codenamed Solid Snake, through various locations, while avoiding visual contact and direct confrontation with patrolling guards. If the player is seen, the game enters the ""Alert Mode."" In this situation, Snake must escape from enemy's sight in order to resume infiltration. The method of escaping varies depending on the circumstances behind discovery:

If Snake is seen and only a single exclamation mark appears over an enemy's head, only the enemies in the player's present screen will attack and Snake can escape by simply moving to an adjacent screen.
However, if two exclamation marks appear over the enemy (or the player triggers an alarm by being spotted by a camera, infrared sensor or by using an unsuppressed weapon), reinforcements from off-screen will appear as well. Snake can only escape by eliminating all incoming enemies, going outdoors, or by entering an elevator.
The player starts the game unarmed, but eventually acquires firearms such as a Beretta 92F and an M79 grenade launcher, as well as explosives such as remote control missiles and landmines. Ammo and supplies for weapons are limited, but are replenished by picking up ammunition caches or additional supplies. Weapons can not only be used to kill enemies, but also to clear obstacles such as hollow walls and electrified floors. Snake can also use his fists to punch and defeat patrolling enemies. Occasionally, if the player defeats a guard with punches without alerting anyone, the defeated guard will yield a single unit of rations or an ammo box that can be picked up. In addition to enemy guards, the player will also be confronted by mercenaries who will challenge the player to combat, serving as the boss characters.

The enemy base consists of three different buildings, with multiple floors (including basement levels) within them. The player uses key cards and other items to unlock doors and explore new areas. Each door will only open to its corresponding key cards. Information can be obtained by rescuing hostages being held within the buildings. After rescuing five hostages, the player's rank will increase by one star (with the maximum rank being four stars), allowing for increased carrying capacity and maximum health. However, if a hostage is killed, the player is demoted to the previous rank.

A transceiver is available for the player to communicate with their commanding officer, Big Boss, or one of the resistance members operating covertly near Outer Heaven (Schneider, Diane, and Jennifer). Each of Snake's allies specializes in a specific subject. The player must keep track of their allies' frequency numbers in order to contact them. All of the radio messages are dependent on the rooms where the player is located."
Braid,"['Number None Inc.', 'Microsoft Game Studios']","['Linux', 'PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Mac']","['Adventure', 'Indie', 'Platform', 'Puzzle', 'Strategy', 'Fantasy', 'Single player', 'side-scrolling']","['time travel', 'time manipulation', 'side-scrolling', 'steam', 'achievements', 'princess', 'climbing', 'boss fight', 'steam achievements', 'digital distribution', 'xbox controller support for pc', 'single-player only', 'steam cloud', 'time rewind', 'playstation trophies', 'damsel in distress', 'licensed soundtrack', 'collectibles', 'puzzle platformer', 'original soundtrack release', 'motion blur', 'humble bundle', 'auto-saving', 'steam play', 'violent plants', 'moving platforms', 'canonical death', 'digital rights management', 'nuclear bomb', 'real-time waiting', 'non-linear storytelling', 'playstation now', 'harder versions of earlier levels', 'misrepresentative box art', 'xbox one backwards compatibility', 'gamersgate', 'onlive', 'high definition graphics', 'speedrun', 'plot twist', 'puzzle games with stories', 'time trials', 'foreshadowing', 'unrequited love', 'respawn justification', 'cold open', 'e3 2008', 'fate', 'interactive achievement awards 2009', 'summer of arcade 2008', 'male protagonist', 'speedrun mode']","Braid is a puzzle-platformer, drawn in a painterly style, where you can manipulate the flow of time in strange and unusual ways. From a house in the city, journey to a series of worlds and solve puzzles to rescue an abducted princess. In each world, you have a different power to affect the way time behaves, and it is time's strangeness that creates the puzzles. The time behaviors include: the ability to rewind, objects that are immune to being rewound, time that is tied to space, parallel realities, time dilation, and perhaps more.

Braid treats your time and attention as precious; there is no filler in this game. Every puzzle shows you something new and interesting about the game world. Tim is a man searching for a princess who ""has been snatched by a horrible and evil monster.""His relationship with this princess is vague at best, and the only clear part of this relationship is that Tim has made some sort of mistake which he hopes to reconcile or, if possible, erase. As one progresses through the six worlds in Braid, storyline text at the beginning of each world provides further insight into Tim's quest for the princess, and alludes to the overarching gameplay mechanic of each level. The themes evoked include forgiveness, desire, and frustration. The final level, in which everything but Tim moves in reverse, depicts the princess escaping from a knight, and working together with Tim to surpass obstacles and meet at her home. Tim is suddenly locked out of the house, and, as time progresses forward, reversing Tim's actions, the events show the princess running from Tim, setting traps that he is able to evade, until she is rescued by the knight. Tim is revealed to be the ""monster"" the princess is running from.
Following completion of the game, the player finds additional texts that expand the story. The ending of the game is purposely ambiguous, and has been subject to multiple interpretations. One theory, based on the inclusion of a hidden event and the famous quotation stated by Kenneth Bainbridge after the detonation of the first atomic bomb—""Now we are all sons of bitches""—is that the princess represents the atomic bomb and Tim is a scientist involved in its development.[20] Some also refer to the name of the game as both reference to the hair braid of the princess Tim seeks as well as the intertwining of time, demonstrated by the various time mechanics explored in the game. Journalists have considered Braid's plot to be interwoven with the game itself, much as the book Dictionary of the Khazars and the films Memento and Eternal Sunshine of the Spotless Mind interweave the narrative into the work's construction. In this sense, some have considered the game to carry a simple credo, such as ""You must look back to go forwards"" as suggested by Eurogamer's Dan Whitehead. Others have likened Braid to punk rock, designed (as explicitly stated by Blow) specifically as a statement against the status quo of the industry; it is considered to deconstruct traditional gameplay concepts, such as jumping on enemies or rescuing a princess from a castle as borrowed from Super Mario Bros., and rebuild them in the game to force the player to rethink current game design. Blow has stated that there is more than one interpretation of the story; he ""would not be capable"" of explaining the whole story of the game in words, and said that the central idea is ""something big and subtle and resists being looked at directly.""Blow considered Braid to be ""about the journey, not the destination"". He deliberately designed the plot not to be fully revealed to the player unless they completed the game, seeing it as a way to provide ""a longer-term challenge""."
Far Cry 2,"['Ubisoft Montreal', 'Ubisoft Entertainment']","['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360']","['Adventure', 'Shooter', 'Action', 'Stealth', 'Sandbox', 'Open world', 'Single player', 'Multiplayer', 'immersive']","['modern warfare', 'helicopter', 'vehicular combat', 'hunting', 'bloody', 'disease', 'murder', 'drugs', 'photography', 'roguelike', 'first person shooter', 'death', 'permadeath', 'run and gun', 'chicken', 'goat', 'flight', 'steam', 'multiple protagonists', 'bird', 'achievements', 'online', 'artificial intelligence', 'jungle', 'camera', 'africa', 'sequel', 'silent protagonist', 'swimming', 'day/night cycle', 'playstation network', 'airplane', 'one-man army', 'darkness', 'user generated content', 'vehicle combat', 'death match', 'digital distribution', 'xbox controller support for pc', 'zebra', 'playstation trophies', 'rivaling factions', 'modern military', 'character select screen', 'voice acting', 'bink video', 'polygonal 3d', 'mission briefing', 'pop culture reference', 'unlockables', 'motion blur', 'wasd movement', 'non-player character', 'profanity', 'fake in-game advertising', 'corpse', 'tape recorder', 'save point', 'playstation plus', 'sniping', 'downloadable content', 'melee', 'kill feed', 'real-time combat', 'useable vehicles', 'a.i. companion', 'in-game map editor', 'instant kill', 'friendly fire', 'betrayal', 'vision obstruction', 'difficulty level', 'quicksaving', 'quickloading', 'audio logs', 'mercenary', 'randomly generated maps', 'digital rights management', 'destructible environment', 'rebels', 'theft', 'no hud', 'dart', 'licensed cars', 'changing sides', 'gamersgate', 'sleeping', 'suicide', 'disorientation', 'games on demand', 'realism', 'car accident', 'high definition graphics', 'dynamic soundtrack', 'plot twist', 'team deathmatch', 'stealth kill', 'unskippable tutorial', 'guerilla warfare', 'banter during gameplay', 'gliding', 'regenerating health', 'dedicated servers', 'new protagonist in sequel', 'scripted events', 'zero to hero', 'working for the enemy', 'journalist', 'guided by radio', 'in-game advertising', 'escaping imprisonment', 'waking up captured', 'private military company', 'context sensitive', 'disc streaming', 'optional objective', 'close quarters combat', 'developer commentary', 'behind the waterfall', 'point of no return', 'conquest mode', 'playstation home tie-in', 'persistent enemy', 'no wrong choice', 'carjacking', 'steelbook', 'bounty hunting', 'product placement', 'dark second act', 'greatest hits', 'collection marathon', 'surgery in game', 'stealth camouflage', 'pc to console port', 'anti-cheat system', 'sixaxis support', 'buddy system', 'neutral', 'e3 2008', 'pax 2008', 'tokyo game show 2008', 'securom', 'immersive', 'male protagonist']","A civil war has swept through the country and you're caught in the middle of it. Track down the person at the forefront of the fighting, a ruthless arms dealer known only as ""The Jackal"". As you undertake deadly missions and form fragile alliances with conflicting rebel groups, one thing becomes clear - the Jackal is hunting you too."
Frostpunk,['11 bit studios'],"['PC (Microsoft Windows)', 'Mac', 'PlayStation 4', 'Xbox One']","['Indie', 'Simulator', 'Strategy', 'Survival', 'Drama', 'Single player', 'exploration']","['steampunk', 'digital distribution', 'pax west 2017']","In a completely frozen world, people develop steam-powered technology to oppose the overwhelming cold. Society in its current form becomes ineffective and it has to change in order to survive. In an entirely frozen world, people develop steam-powered technology to oppose the overwhelming cold. The city’s ruler has to manage both the citizens and the infrastructure they live in. The leader’s tactical skills face challenges that will frequently question morality and the basic foundations of what we consider organized society. Optimization and resource management often clash with empathy and thoughtful decision-making. While city and society management will consume most of the ruler’s time, at some point exploration of the outside world is necessary to understand its history and present state.

What decisions will you make to ensure the survival of your society? What will you do when pushed to the limit? And...

...who will you become in the process?"
Crash Team Racing,"['Naughty Dog', 'Sony Computer Entertainment']","['PlayStation', 'PlayStation 3', 'PlayStation Portable']","['Racing', 'Action', 'Fantasy', 'Science fiction', 'Comedy', 'Single player', 'Multiplayer', 'Split screen', 'aliens']","['aliens', 'vehicular combat', 'go-kart', 'mascot', 'ufo', 'doctor', 'time limit', 'mad scientist', 'good vs evil', 'boss fight', 'vehicle combat', 'split-screen multiplayer', 'character select screen', 'voice acting', 'polygonal 3d', 'psone classics', 'cameo appearance', 'collectibles', 'mascot sports', 'playstation plus', 'ice stage', 'potion', 'cheat code', 'anti-hero', 'trophies', 'temporary invincibility', 'starting grid', 'over 100% completion', 'invisibility', 'time trials', 'bots', 'arcade driving physics', 'greatest hits', 'backwards compatibility', 'e3 1999', 'playstation underground', 'psvita']","Crash Team Racing is a kart racing game featuring popular characters from the Crash Bandicoot series. The gameplay is very similar to other kart racing video games like Mario Kart: players have to choose a character and compete against the other racers on various racetracks. The story mode allows you to choose any one of the characters to complete all the main races and beat the ultimate boss Nitrous Oxide. Each of the main races are against 7 other AI competitors with 5 boss races. There are also a few arcade modes up to 4 players. An egotistical space alien by the name of Nitros Oxide comes to Earth and challenges Crash Bandicoot, his friends and foes to a racing competition before facing himself, threatening to turn the world into a concrete parking lot if he wins."
