game_title,dev_team,platforms,primary_tags,keywords,game_summary,rake_summary,lemma_summary
Persona 5 Royal,"['pstudio', 'sega']","['playstation4', 'nintendoswitch', 'playstation5', 'xboxseriesx|s']","['drama', 'comedy', 'turnbasedstrategy', 'singleplayer', 'simulator', 'jrpg', 'rpg', 'adventure', 'mystery', 'strategy', 'action', 'tactical', 'elves', 'turnbased', 'brawler', 'fantasy', 'game', 'character', 'release', 'version']","['turn-based', 'jrpg', 'turn-based combat']",An enhanced version of Persona 5 with some new characters and a third semester added to the game. Released Internationally in 2020.,,enhanced version persona character semester add game release internationally
Portal 2,['valve'],"['pc', 'playstation3']","['shooter', 'puzzle', 'comedy', 'platform', 'singleplayer', 'multiplayer', 'cooperative', 'action', 'adventure', 'game', 'friend', 'event', 'original', 'escape', 'sequel', 'puzzle', 'protagonist', 'mechanic']",[],"Sequel to the acclaimed Portal (2007), Portal 2 pits the protagonist of the original game, Chell, and her new robot friend, Wheatley, against more puzzles conceived by GLaDOS, an A.I. with the sole purpose of testing the Portal Gun's mechanics and taking revenge on Chell for the events of Portal. As a result of several interactions and revelations, Chell once again pushes to escape Aperture Science Labs.",portal pit escape aperture science lab,sequel acclaimed portal portal pit protagonist original game chell robot friend wheatley puzzle conceive glados sole purpose portal gun mechanic revenge chell event portal result interaction revelation chell push escape aperture science lab
Celeste,"['maddymakesgames', 'extremelyokgames']","['linux', 'pc', 'mac', 'playstation4', 'xboxone', 'nintendoswitch', 'googlestadia']","['drama', 'platform', 'singleplayer', 'indie', 'adventure', 'action', '2d', 'difficult', 'exploration', 'fantasy', 'femaleprotagonist', 'set', 'follow', 'journey', 'version', 'secret', 'challenge', 'quest', 'attempt', 'mystery', 'survive', 'uncover', 'demon', 'reach']","['exploration', 'retro', 'psychological exploration', '2d', 'rock climbing', 'difficult', 'female protagonist', 'cute', 'atmospheric', 'pixel art', 'snow', 'pixel graphics', 'anxiety', 'story rich', 'great soundtrack', 'mental health', 'digital distribution', 'pax west 2017', 'puzzle platformer', 'depression', 'lgbtq+', 'conversation', 'precision platforming']","Help Madeline survive her inner demons on her journey to the top of Celeste Mountain, in this super-tight platformer from the creators of TowerFall. Brave hundreds of hand-crafted challenges, uncover devious secrets, and piece together the mystery of the mountain. Set on a fictional version of Mount Celeste, it follows a young woman named Madeline who attempts to climb the mountain, and must face her inner demons in her quest to reach the summit.",woman madeline,madeline survive demon journey celeste mountain supertight platformer creator towerfall brave handcrafted challenge uncover devious secret piece mystery mountain set fictional version mount celeste follow woman madeline attempt climb mountain demon quest reach summit
Cyberpunk 2077,"['cdprojekt', 'cdprojektred']","['pc', 'playstation5', 'xboxseriesx|s']","['shooter', 'sciencefiction', 'singleplayer', 'multiplayer', 'rpg', 'openworld', 'action', 'sandbox', 'adventure', 'character', 'story', 'set', 'power', 'play', 'city', 'weapon', 'force', 'explore', 'follow', 'survive', 'dream', 'choice', 'night']",['cyberpunk'],"Cyberpunk 2077 is an open-world, action-adventure story set in Night City, a megalopolis obsessed with power, glamour and body modification. You play as V, a mercenary outlaw going after a one-of-a-kind implant that is the key to immortality. You can customize your character’s cyberware, skillset and playstyle, and explore a vast city where the choices you make shape the story and the world around you. In 2077, following an economic collapse sometime during the early 21st century, the United States is forced to rely on large corporations to survive. These corporations deal in a wide range of areas, such as weapons, robotics, cybernetics, pharmaceuticals, communications and biotechnology, and many of these companies operate above the law. The world in between is where decadence, sex and pop culture mix with violent crime, extreme poverty and the unattainable promise of the American Dream. You play as V, a mercenary outlaw deeply embedded in the crime-ridden city of Night City, going after a one-of-a-kind implant that is the key to immortality.",mercenary outlaw deeply embed,cyberpunk openworld actionadventure story set night city megalopolis obsess power glamour body modification play mercenary outlaw oneofakind implant key immortality customize character cyberware skillset playstyle explore vast city choice shape story follow economic collapse century united force rely corporation survive corporation deal wide range weapon robotics cybernetics pharmaceutical communication biotechnology company operate law decadence sex pop culture mix violent crime extreme poverty unattainable promise american dream play mercenary outlaw deeply embed crimeridden city night city oneofakind implant key immortality
Super Mario Bros. Wonder,"['nintendoepdproductiongroupno10', 'nintendo']",['nintendoswitch'],"['comedy', 'platform', 'singleplayer', 'multiplayer', 'sidescrolling', 'adventure', 'cooperative', 'action', '2d', 'kids', 'fantasy', 'game', 'character', 'feature', 'enemy', 'gameplay', 'mario', 'super', 'change', 'nintendo', 'princess']","['casual', 'collecting', 'side-scrolling', 'cute', 'funny', 'elephant', 'mario', 'family friendly', '2d platformer', 'colorful', 'cartoony', 'precision platforming', 'multiple playable characters', 'flowers', 'power-ups', 'jumping']","The next evolution of 2D side-scrolling Super Mario Bros. games is headed to Nintendo Switch!

When you touch a Wonder Flower in the game, the wonders of the world unlock – pipes could come alive, hordes of enemies may appear, characters might change their looks, for example – transforming the gameplay in unpredictable ways. Excitement and different surprises await in each course. Super Mario Bros. Wonder features Princess Peach, Princess Daisy and Yoshi as playable characters, in addition to familiar characters like Mario, Luigi and Toad.",unlock pipe alive scroll super mario bros familiar character mario feature princess peach,evolution sidescrolling super mario bros game head nintendo switch touch flower game unlock pipe alive horde enemy character change transform gameplay unpredictable excitement surprise await super mario bros feature princess peach princess daisy yoshi playable character addition familiar character mario luigi toad
Bloodborne,"['fromsoftware', 'sonycomputerentertainment']",['playstation4'],"['horror', 'multiplayer', 'singleplayer', 'swordsorcery', 'adventure', 'rpg', 'openworld', 'cooperative', 'action', 'difficult', 'fantasy', 'player', 'set', 'city', 'action', 'land', 'mysterious', 'mystery', 'rpg', 'dream', 'hunter', 'night', 'uncover', 'hunt']","['bloody', 'disease', 'gothic', 'difficult', 'action-adventure', 'online', 'sword & sorcery', 'playstation network', 'playstation trophies', 'leveling up', 'playstation experience 2015', 'character creation', 'side quests', 'pick your gender', 'downloadable content', 'auto-saving', 'real-time combat', 'male antagonist', 'female antagonist', 'e3 2014', 'pax prime 2014', 'gamescom 2014', 'mercenary', 'canonical death', 'british accent', 'camera control', 'sliding down ladders', 'day one patch', 'tokyo game show 2014', 'new game plus', 'no game pause', 'the game awards 2014', 'soulslike', 'the game awards - world premiere']","An action RPG in which the player embodies a Hunter who, after being transfused with the mysterious blood local to the city of Yharnam, sets off into a ""night of the Hunt"", an extended night in which Hunters may phase in and out of dream and reality in order to thin the outbreak of abominable beasts that plague the land and, for the more resilient and insightful Hunters, uncover the answers to the Hunt's many mysteries.",,action rpg player embody hunter transfuse mysterious blood local city yharnam set night hunt extended night hunter phase dream reality outbreak abominable beast plague land resilient insightful hunter uncover answer hunt mystery
Grand Theft Auto V,"['rockstarnorth', 'rockstargames']","['playstation4', 'xboxone', 'playstation5', 'xboxseriesx|s']","['shooter', 'comedy', 'arcade', 'singleplayer', 'multiplayer', 'simulator', 'openworld', 'cooperative', 'multipleendings', 'action', 'assassin', 'racing', 'stealth', 'immersive', 'exploration', 'sandbox', 'adventure', 'game', 'player', 'character', 'story', 'set', 'play', 'gameplay', 'life', 'lead']",[],"Grand Theft Auto V is a vast open world game set in Los Santos, a sprawling sun-soaked metropolis struggling to stay afloat in an era of economic uncertainty and cheap reality TV. The game blends storytelling and gameplay in new ways as players repeatedly jump in and out of the lives of the game’s three lead characters, playing all sides of the game’s interwoven story.",vast game set grand theft auto,grand theft auto vast game set los santos sprawling sunsoaked metropolis struggle stay afloat era economic uncertainty cheap reality game blend storytelling gameplay player repeatedly jump life game lead character play game interwoven story
God of War,"['sonyinteractiveentertainment', 'siesantamonicastudio']","['pc', 'playstation4']","['historical', 'platform', 'singleplayer', 'multiplayer', 'swordsorcery', 'anime', 'adventure', 'rpg', 'openworld', 'multipleendings', 'action', 'exploration', 'brawler', 'fantasy', 'game', 'power', 'fight', 'war', 'follow', 'attack', 'journey', 'kill', 'mysterious', 'sequel', 'death', 'live', 'previous', 'god', 'installment', 'ancient', 'hunt']","['greek mythology', 'exploration', 'violence', 'story driven', 'norse mythology', 'crafting', 'dark fantasy', 'upgradable weapons', 'cinematic', 'deer', 'mythology', 'hand-to-hand combat', 'combat', 'over the shoulder', 'emotional', 'trolls', 'boss fight', 'game critics awards', 'e3 2017', 'bow and arrow', 'descendants of other characters', 'e3 2016', 'skill tree', 'the game awards 2017', 'the game awards - nominee', 'the game awards 2016', 'narrative', 'norse', 'male protagonist', 'kratos', 'the game awards - most anticipated game - nominee', 'father and son relationship']","God of War is the sequel to God of War III as well as a continuation of the canon God of War chronology. Unlike previous installments, this game focuses on Norse mythology and follows an older and more seasoned Kratos and his son Atreus in the years since the third game. It is in this harsh, unforgiving world that he must fight to survive… and teach his son to do the same. Many years have passed since Kratos, Spartan warrior and former Greek God of War, took his vengeance against the Greek Gods, and he now lives with his young son Atreus in ancient Norway in the realm of Midgard. The game begins after the death of the Jötunn warrior Faye, Kratos' second wife and Atreus' mother, whose last request was for her ashes to be spread at the highest speak of the nine realms. Kratos and Atreus prepare a funeral pyre for her, mourn her death and soon go on a hunt as per Kratos' desire. However much to Kratos' disappointment, Atreus proves his incompetence and lack of focus, making Kratos reconsider taking Atreus in his journey. Kratos is soon attacked by a mysterious stranger with godlike powers, and who cannot feel anything physically. After seemingly killing him, Kratos reluctantly takes Atreus with him and begins their journey.",kratos reconsider atreus feel physically kratos reluctantly atreus,god war sequel god war iii continuation canon god war chronology previous installment game focus norse mythology follow seasoned kratos son atreus game harsh unforgiving fight survive... teach son pass kratos spartan warrior greek god war vengeance greek god live son atreus ancient norway realm midgard game death jotunn warrior faye kratos wife atreus mother request ash spread speak realm kratos atreus prepare funeral pyre mourn death hunt kratos desire kratos disappointment atreus prove incompetence lack focus kratos reconsider atreus journey kratos attack mysterious stranger godlike power feel physically seemingly kill kratos reluctantly atreus journey
Portal,"['electronicarts', 'valve']","['pc', 'android']","['shooter', 'puzzle', 'comedy', 'platform', 'singleplayer', 'multiplayer', 'cooperative', 'action', 'adventure', 'player', 'challenge', 'puzzle', 'people', 'complete', 'live', 'legend']","['brazil', 'industrial', 'boomer shooter', 'brazilian culture', 'brazilian celebrity']","Waking up in a seemingly empty laboratory, the player is made to complete various physics-based puzzle challenges through numerous test chambers in order to test out the new Aperture Science Handheld Portal Device, without an explanation as to how, why or by whom. You are a Mit Aia fan, a legend of Brazilian 70s funk music, and you tried to revive him in the favela where you live with a Pentagram, things took a bad turn and you opened a portal to hell! All the people in the state of Rio de Janeiro got Posseeessed! It’s up to you to find a way to stop the hell invasion!",aperture science handheld portal device rio janeiro posseeessed brazilian funk music,wake seemingly laboratory player complete physicsbased puzzle challenge numerous chamber aperture science handheld portal device explanation mit aia fan legend brazilian funk music revive favela live pentagram bad portal people rio janeiro posseeessed invasion
NieR: Automata,"['squareenixbusinessdivision6', 'squareenix']","['pc', 'playstation4']","['shooter', 'postapocalyptic', 'drama', 'sciencefiction', 'singleplayer', 'simulator', 'rpg', 'openworld', 'multipleendings', 'action', 'strategy', 'elves', 'brawler', 'adventure', 'femaleprotagonist', 'story', 'battle', 'fight', 'force', 'explore', 'land', 'discover', 'event', 'follow', 'include', 'attack', 'create', 'kill', 'destroy', 'leave', 'mission', 'lead', 'human', 'powerful', 'learn', 'survival', 'encounter', 'god', 'dead', 'survivor', 'reveal', 'future', 'send', 'tower', 'enter', 'alien', 'design', 'village', 'capture']","['post-apocalyptic', 'androids', 'story rich', 'extinction', 'yoko taro']","NieR: Automata tells the story of androids 2B, 9S and A2 and their battle to reclaim the machine-driven dystopia overrun by powerful machines. The first and second playthroughs follow the respective views of 2B and 9S during an initial invasion. After opening a route for future missions, they are sent to clear out machine threats for the Resistance, led by Anemone, who provides the two with support. During their missions, 2B and 9S discover that the machines are exploring human societies and concepts. The two work with a pacifist machine group led by Pascal; battle Adam and Eve, physical manifestations of the machine network who reveal that their creators were destroyed centuries ago and encounter A2, a rogue android on the run from YoRHa. Adam is killed by 2B after he captures 9S. During his recuperation, 9S discovers a glitch in YoRHa's servers when syncing himself and 2B, and learns that humanity was extinct long before the alien invasion. Their last remnant is a Moon-based server holding humanity's incomplete genome remains. YoRHa perpetuates the myth of their survival to maintain morale and give androids a ""god"" to fight for. With Adam dead, Eve goes mad with grief and drives the machines under his command into a frenzy. 2B and 9S kill Eve to end the rampage, but 9S becomes infected with Eve's logic virus, forcing 2B to kill him. However, 9S's consciousness survives within the local machine network.

The third playthrough begins as YoRHa launches a full-scale invasion. A logic virus attack—enabled by the ""glitch"" that 9S previously discovered—corrupts every YoRHa unit including those in the Bunker, except for 2B and the restored 9S. 2B and 9S are separated in the aftermath, and 2B is infected with the logic virus. Discovered by A2, 2B uploads her memories into her sword and asks her to look after 9S. An ignorant 9S witnesses A2 mercifully killing 2B and swears revenge on her. Simultaneously, a tower created by the machines rises from the land, separating the two before they can fight. The perspective splits between A2 and 9S a fortnight after these events. A2—the survivor of a test run for YoRHa—finds herself empathising with the machines; she witnesses Pascal's village being destroyed, then its ""children"" committing suicide out of fear when attacked. Pascal begs A2 to either wipe his memory or kill him; A2 can perform either task or leave him. An increasingly-unbalanced 9S investigates the tower's resource-gathering platforms, fighting machine remnants and learning the tower is designed to launch a missile at the Moon server. Both eventually enter the tower, with Devola and Popola sacrificing themselves to open it.",discover corrupts yorha unit include ignorant witness mercifully kill logic virus attack enable base server hold humanity pacifist machine lead,nier automaton story android battle reclaim machinedriven dystopia overrun powerful machine playthroughs follow respective view initial invasion route future mission send machine threat resistance lead anemone provide support mission discover machine explore human society concepts pacifist machine lead pascal battle adam eve physical manifestation machine network reveal creator destroy century encounter rogue android yorha adam kill capture recuperation discover glitch yorha server sync learn humanity extinct alien invasion remnant moonbased server hold humanity incomplete genome remain yorha perpetuate myth survival maintain morale android god fight adam dead eve mad grief drive machine command frenzy kill eve rampage infect eve logic virus force kill consciousness survives local machine network playthrough yorha launch fullscale invasion logic virus attack--enabled glitch discovered--corrupts yorha unit include bunker restored separate aftermath infect logic virus discover upload memory sword ignorant witness mercifully kill swears revenge simultaneously tower create machine rise land separate fight perspective split fortnight event a--the survivor yorha--finds empathise machine witness pascal village destroy child commit suicide fear attack pascal begs wipe memory kill perform task leave increasinglyunbalanced investigate tower resourcegathering platform fight machine remnant learn tower design launch missile moon server eventually enter tower devola popola sacrifice
Hi-Fi Rush,"['bethesdasoftworks', 'tangogameworks']","['pc', 'playstation5', 'xboxseriesx|s']","['platform', 'singleplayer', 'music', 'action', 'brawler', 'adventure', 'fight', 'combat', 'environment']",['music and rhythm'],"As wannabe rockstar Chai, you’ll fight back against a sinister robotics enhancement conglomerate using rhythm-amplified combat where everything – from the motion in the environment to the blows of combat – is synced to the music.",sinister robotics enhancement conglomerate rhythm,wannabe rockstar chai fight sinister robotics enhancement conglomerate rhythmamplified combat motion environment blow combat sync music
Yakuza 0,"['segagames', 'segacorporation']","['pc', 'playstation3', 'playstation4', 'xboxone']","['drama', 'historical', 'singleplayer', 'turnbasedstrategy', 'simulator', 'multiplayer', 'rpg', 'openworld', 'action', 'assassin', 'turnbased', 'sandbox', 'brawler', 'fighting', 'adventure', 'game', 'series', 'set', 'fight', 'play', 'explore', 'discover', 'life', 'protagonist', 'murder']","['martial arts', '1980s', 'murder', 'minigames', 'organized crime', 'prequel', 'gambling', 'karaoke', 'gangs', 'brawler', 'action-adventure', 'multiple protagonists', 'japan', 'crime', 'yakuza', 'digital distribution', 'playstation trophies', '60 fps on consoles', 'playstation experience 2016', 'side quests', 'e3 2016', 'melee', 'betrayal', 'arcade cabinet', 'interactive environments', 'skill tree', 'motion capture animation', 'the 1980s', 'sex work', 'product placement', 'metagame', 'framing', 'male protagonist']","The glitz, glamour, and unbridled decadence of the 80s are back! Yakuza 0 is a prequel set in 1988 to the Yakuza series, taking place before the first game. Fight like hell through Tokyo and Osaka with protagonist Kazuma Kiryu and series regular Goro Majima. Play as Kazuma Kiryu and discover how he finds himself in a world of trouble when a simple debt collection goes wrong and his mark winds up murdered. Then, step into the silver-toed shoes of Goro Majima and explore his “normal” life as the proprietor of a cabaret club.",simple debt collection wrong normal life series regular goro majima,glitz glamour unbridled decadence yakuza prequel set yakuza series game fight tokyo osaka protagonist kazuma kiryu series regular goro majima play kazuma kiryu discover trouble simple debt collection wrong mark wind murder step silvertoed shoe goro majima explore normal life proprietor cabaret club
Dark Souls III,"['fromsoftware', 'bandainamcoentertainment']","['pc', 'playstation4', 'xboxone']","['singleplayer', 'multiplayer', 'swordsorcery', 'adventure', 'rpg', 'cooperative', 'action', 'difficult', 'exploration', 'fantasy', 'game', 'player', 'time', 'series', 'battle', 'set', 'power', 'feature', 'dark', 'action', 'land', 'life', 'return', 'hero', 'include', 'combat', 'level', 'release', 'defeat', 'kill', 'final', 'challenge', 'develop', 'death', 'attempt', 'change', 'kingdom', 'link', 'travel', 'fall', 'heart', 'encounter', 'previous', 'choose', 'god', 'role', 'prince', 'deep', 'design', 'hope']","['medieval', '3d', 'death', 'action-adventure', 'online', 'sequel', 'sword & sorcery', 'customizable characters', 'bink video', 'human', 'playstation experience 2015', 'pick your gender', 'downloadable content', 'parrying', 'd.i.c.e. awards 2017', 'e3 2015', 'crab', 'pax prime 2015', 'canonical death', 'british accent', 'camera control', 'sliding down ladders', 'new game plus', 'entering world in a painting', 'the game awards - nominee', 'the game awards 2016', 'best role playing game: nominee - 2016 (the game awards)', 'soulslike', 'realtime 3d', 'the game awards - best roleplaying game - nominee', 'interconnected-world']","Dark Souls III is an action role-playing game developed by FromSoftware and published by Bandai Namco Entertainment. Released in March 2016, it is the fourth entry in the Souls series and the final instalment in the Dark Souls trilogy. Set in the decaying kingdom of Lothric, players take on the role of the ""Ashen One,"" an undead warrior tasked with rekindling the First Flame to prevent the world from falling into darkness.

The game features challenging combat, intricate level design, and a deep, lore-rich narrative. Set in the Kingdom of Lothric, a bell has rung to signal that the First Flame, responsible for maintaining the Age of Fire, is dying out. As has happened many times before, the coming of the Age of Dark produces the undead: cursed beings that rise after death. The Age of Fire can be prolonged by linking the fire, a ritual in which great lords and heroes sacrifice their souls to rekindle the First Flame. However, Prince Lothric, the chosen linker for this age, abandoned his duty and decided to watch the flame die from afar. The bell is the last hope for the Age of Fire, resurrecting previous Lords of Cinder (heroes who linked the flame in past ages) to attempt to link the fire again; however, all but one Lord shirk their duty. Meanwhile, Sulyvahn, a sorcerer from the Painted World of Ariandel, wrongfully proclaims himself Pontiff and seizes power over Irithyll of the Boreal Valley and the returning Anor Londo cathedral from Dark Souls as a tyrant.

The Ashen One, an Undead who failed to become a Lord of Cinder and thus called an Unkindled, rises and must link the fire by returning Prince Lothric and the defiant Lords of Cinder to their thrones in Firelink Shrine. The Lords include the Abyss Watchers, a legion of warriors sworn by the Old Wolf's Blood which linked their souls into one to protect the land from the Abyss and ultimately locked in an endless battle between each other; Yhorm the Giant, who sacrificed his life for a nation conquered by his ancestor; and Aldrich, who became a Lord of Cinder despite his ravenous appetite for both men and gods. Lothric was raised to link the First Flame but neglected his duties and chose to watch the fire fade instead.

Once the Ashen One succeeds in returning Lothric and the Lords of Cinder to their thrones, they travel to the ruins of the Kiln of the First Flame. There, they encounter the Soul of Cinder, an amalgamation of all the former Lords of Cinder. Upon defeat, the player can attempt to link the fire or access three other optional endings unlocked by the player's in-game decisions. These include summoning the Fire Keeper to extinguish the flame and begin an age of Dark or killing her in a sudden change of heart. A fourth ending consists of the Ashen One taking the flame for their own, becoming the Lord of Hollows.",return anor londo cathedral game feature challenge combat,dark soul iii action roleplay game develop fromsoftware publish bandai namco entertainment release march fourth entry souls series final instalment dark souls trilogy set decaying kingdom lothric player role ashen undead warrior task rekindle flame prevent fall darkness game feature challenge combat intricate level design deep lorerich narrative set kingdom lothric bell signal flame responsible maintain age die happen time age dark produce undead curse rise death age prolong link ritual lord hero sacrifice soul rekindle flame prince lothric chosen linker age abandon duty decide watch flame die afar bell hope age resurrect previous lord cinder hero link flame age attempt link lord shirk duty sulyvahn sorcerer painted ariandel wrongfully proclaim pontiff seizes power irithyll boreal valley return anor londo cathedral dark soul tyrant ashen undead fail lord cinder unkindled rise link return prince lothric defiant lord cinder throne firelink shrine lord include abyss watchers legion warrior swear wolf blood link soul protect land abyss ultimately lock endless battle yhorm giant sacrifice life nation conquer ancestor aldrich lord cinder ravenous appetite god lothric raise link flame neglect duty choose watch fade ashen succeed return lothric lord cinder throne travel ruin kiln flame encounter soul cinder amalgamation lord cinder defeat player attempt link access optional unlock player ingame decision include summon keeper extinguish flame age dark kill sudden change heart fourth consists ashen flame lord hollow
